Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type
8240,2021-08-01 18:59:35,3705633,car
8241,2021-08-17 06:08:12,8623977,truck
8242,2021-08-17 16:45:13,7523353,car
8243,2021-08-01 16:39:36,6491662,truck
8244,2021-08-15 08:40:36,3088242,car
8245,2021-08-13 13:50:41,255446,car
8246,2021-08-18 06:40:05,4927609,car
8247,2021-08-02 01:01:55,7034476,car
8248,2021-08-06 08:10:47,9079371,truck
8249,2021-08-08 15:34:50,526333,car
8250,2021-08-21 06:21:57,8617285,car
8251,2021-08-20 09:31:21,4464432,car
8252,2021-08-13 21:27:23,3651501,car
8253,2021-08-01 13:20:31,9898506,car
8254,2021-08-01 16:07:36,9271351,van
8255,2021-08-10 20:59:31,6043353,truck
8256,2021-07-30 08:58:17,3741636,van
8257,2021-08-17 11:59:32,8888611,car
8258,2021-07-30 15:15:35,4050923,truck
8259,2021-08-19 21:38:13,5633078,car
8260,2021-08-14 17:55:00,2383237,truck
8261,2021-07-29 13:48:24,3955694,car
8262,2021-07-31 14:06:35,3943448,truck
8263,2021-08-07 02:12:50,1759528,truck
8264,2021-08-04 14:10:41,4575151,car
8265,2021-07-31 12:09:29,4906201,car
8266,2021-08-21 09:41:51,4977122,car
8267,2021-08-18 05:40:46,210843,car
8268,2021-08-13 07:28:43,5058068,car
8269,2021-08-20 10:26:43,4602273,truck
8270,2021-08-10 04:20:00,5158614,car
8271,2021-08-06 21:04:52,5393992,car
8272,2021-08-03 02:04:51,8991371,van
8273,2021-08-07 14:32:32,8283919,car
8274,2021-08-17 16:37:09,9216679,car
8275,2021-08-04 23:39:57,8957085,car
8276,2021-08-09 23:48:22,5164511,truck
8277,2021-07-30 20:01:48,5404322,van
8278,2021-08-03 17:03:28,258906,truck
8279,2021-08-02 20:13:12,9300555,car
8280,2021-08-09 17:19:11,6159910,truck
8281,2021-08-21 03:48:09,1852075,car
8282,2021-08-17 13:10:23,4970775,car
8283,2021-08-14 21:58:54,9691350,car
8284,2021-08-09 16:19:26,3151732,car
8285,2021-08-09 11:37:48,4702072,truck
8286,2021-08-05 09:17:30,8275824,car
8287,2021-08-10 13:11:06,2939967,car
8288,2021-08-13 01:06:14,6992376,car
8289,2021-08-16 08:27:30,5862558,car
8290,2021-08-10 09:16:47,7769093,car
8291,2021-08-06 07:47:12,8379594,car
8292,2021-08-11 02:42:39,8720916,car
8293,2021-07-30 01:17:30,6861283,car
8294,2021-08-13 18:25:16,5842282,car
8295,2021-08-03 13:17:14,5725111,car
8296,2021-08-01 01:13:21,4945696,car
8297,2021-08-08 05:31:09,3125006,car
8298,2021-08-11 17:14:50,8300638,truck
8299,2021-08-06 18:29:21,5511826,car
8300,2021-08-17 08:32:27,4000670,car
8301,2021-08-15 00:06:23,4351368,car
8302,2021-08-08 06:51:19,1442783,van
8303,2021-08-08 21:18:27,5681925,car
8304,2021-07-29 22:32:06,5100954,car
8305,2021-08-21 02:35:10,7237674,car
8306,2021-08-02 20:00:57,1492207,car
8307,2021-08-08 11:53:44,9221867,car
8308,2021-08-19 00:03:56,9379753,car
8309,2021-08-01 02:24:10,2102436,truck
8310,2021-08-03 21:50:24,5838388,car
8311,2021-07-29 22:09:00,1648297,car
8312,2021-08-12 06:09:26,978232,van
8313,2021-08-12 12:22:38,953519,truck
8314,2021-08-16 04:24:36,8337087,car
8315,2021-08-22 12:22:41,6469284,car
8316,2021-08-11 10:19:49,614353,car
8317,2021-08-06 03:04:18,99513,car
8318,2021-08-18 23:25:51,2345027,car
8319,2021-08-08 00:07:39,3597618,car
8320,2021-08-07 09:24:37,7674498,van
8321,2021-08-21 18:32:14,645107,car
8322,2021-08-02 08:18:27,5521608,car
8323,2021-08-09 05:42:14,7648722,car
8324,2021-08-21 23:48:38,621218,van
8325,2021-08-03 12:51:45,4887321,truck
8326,2021-08-13 23:08:36,8754723,car
8327,2021-08-04 17:46:50,7518545,car
8328,2021-08-18 03:27:21,2396734,van
8329,2021-07-31 22:58:24,9085272,car
8330,2021-07-30 12:42:27,9832884,car
8331,2021-08-07 23:22:29,1955025,car
8332,2021-08-07 05:30:13,8266672,truck
8333,2021-08-10 04:03:26,2104868,truck
8334,2021-08-12 14:32:23,8208577,van
8335,2021-08-17 22:54:15,2972082,car
8336,2021-08-02 20:28:06,7713223,car
8337,2021-08-01 15:02:59,797267,truck
8338,2021-08-20 21:27:55,1370623,car
8339,2021-08-14 03:02:33,6064120,truck
8340,2021-08-03 10:32:06,2105382,truck
8341,2021-08-02 08:09:50,4237519,car
8342,2021-08-12 01:55:24,1554584,car
8343,2021-07-29 17:57:46,3787241,truck
8344,2021-08-17 15:43:40,2652266,car
8345,2021-08-04 11:23:36,3635833,car
8346,2021-08-11 04:07:28,9005255,van
8347,2021-08-06 22:52:27,3823058,car
8348,2021-08-18 23:12:47,7492274,truck
8349,2021-08-15 17:02:07,8747866,car
8350,2021-08-09 06:24:56,3169560,car
8351,2021-07-29 22:41:01,6529144,car
8352,2021-08-15 07:48:13,1711124,car
8353,2021-07-29 23:08:51,8795670,truck
8354,2021-08-15 02:45:48,8397107,car
8355,2021-08-07 13:23:00,5472256,car
8356,2021-07-30 14:37:51,9016605,car
8357,2021-08-01 11:20:01,7326756,car
8358,2021-08-12 08:08:34,348970,truck
8359,2021-08-04 23:51:24,7249116,car
8360,2021-08-06 02:56:55,393761,car
8361,2021-08-01 16:31:09,1303899,car
8362,2021-08-05 00:45:19,5590957,car
8363,2021-08-10 01:52:06,4635796,car
8364,2021-08-21 02:19:13,4435136,car
8365,2021-08-05 21:08:38,8655228,truck
8366,2021-08-02 04:55:52,9600670,car
8367,2021-08-04 08:09:01,3416717,van
8368,2021-08-02 09:06:25,3094827,truck
8369,2021-08-08 23:56:22,5189374,car
8370,2021-08-10 15:51:32,8127863,car
8371,2021-08-13 22:08:04,8558170,car
8372,2021-08-13 00:51:04,8834251,car
8373,2021-08-01 15:30:54,6502525,car
8374,2021-08-03 15:56:43,4921770,car
8375,2021-08-22 04:50:50,3624718,van
8376,2021-08-18 06:17:37,931001,truck
8377,2021-08-20 14:10:37,2837201,car
8378,2021-08-13 20:01:42,2044018,car
8379,2021-08-18 12:23:45,2112502,car
8380,2021-08-19 02:07:27,8672956,car
8381,2021-08-22 06:14:57,9552553,car
8382,2021-08-09 22:04:19,4223646,truck
8383,2021-08-15 07:26:30,593264,car
8384,2021-08-06 05:41:12,9835241,car
8385,2021-07-29 22:29:59,7876529,truck
8386,2021-08-05 11:43:00,7544156,car
8387,2021-08-21 06:39:25,2751912,car
8388,2021-07-30 01:28:40,4637683,van
8389,2021-08-01 10:53:23,2277951,car
8390,2021-08-12 10:39:56,8170862,car
8391,2021-08-08 22:11:42,9986753,car
8392,2021-08-02 12:02:32,274814,van
8393,2021-07-30 15:37:47,7303373,truck
8394,2021-07-29 20:59:32,7749481,truck
8395,2021-08-04 01:26:43,2387036,truck
8396,2021-08-13 22:09:02,6127462,car
8397,2021-08-17 01:10:27,8231389,car
8398,2021-08-21 08:01:56,6336470,truck
8399,2021-08-08 03:17:48,6250184,car
8400,2021-08-01 18:43:20,401574,car
8401,2021-08-18 07:49:45,6581814,car
8402,2021-08-08 06:00:04,2154383,car
8403,2021-08-10 21:17:10,5071918,car
8404,2021-08-01 21:35:29,6400126,car
8405,2021-08-01 23:44:30,7868537,truck
8406,2021-08-22 17:07:08,7372483,car
8407,2021-08-14 07:29:37,5820590,car
8408,2021-08-05 06:27:01,4185310,car
8409,2021-08-17 08:58:31,5507905,car
8410,2021-08-06 23:20:56,2356221,car
8411,2021-08-03 02:49:04,3924783,truck
8412,2021-08-21 13:16:17,6833234,truck
8413,2021-08-09 15:34:44,230476,van
8414,2021-07-31 02:47:18,4562644,truck
8415,2021-08-11 11:26:50,4063284,truck
8416,2021-07-31 06:43:54,8318845,car
8417,2021-08-01 07:30:31,7797951,car
8418,2021-08-03 20:07:45,2718597,car
8419,2021-08-14 12:51:12,8986329,car
8420,2021-07-30 05:23:52,9640321,truck
8421,2021-08-05 16:17:12,7963268,car
8422,2021-07-31 08:12:05,8352111,car
8423,2021-08-08 13:26:16,2219293,car
8424,2021-08-10 11:28:06,8346782,truck
8425,2021-08-08 06:39:31,2225982,truck
8426,2021-08-18 12:36:02,9236522,van
8427,2021-07-31 06:28:16,9191707,car
8428,2021-08-09 17:46:51,4044411,truck
8429,2021-08-08 20:58:07,7605886,car
8430,2021-08-14 02:04:13,6517851,van
8431,2021-08-16 18:00:32,2389461,car
8432,2021-07-30 13:22:47,1550317,truck
8433,2021-08-10 22:15:49,9849990,truck
8434,2021-08-14 01:36:45,4582806,car
8435,2021-08-05 21:18:35,4135891,truck
8436,2021-08-14 14:21:34,2154997,car
8437,2021-08-16 17:58:21,4960975,car
8438,2021-08-16 12:29:52,230223,truck
8439,2021-08-12 20:53:14,9624930,van
8440,2021-08-14 22:44:10,3538985,car
8441,2021-08-12 09:38:38,950130,car
8442,2021-08-22 02:51:44,1356196,car
8443,2021-07-31 05:42:50,7376951,car
8444,2021-08-13 03:03:31,6885677,truck
8445,2021-07-31 18:53:25,3142673,car
8446,2021-08-12 16:00:07,2996023,car
8447,2021-08-19 04:06:00,960832,car
8448,2021-08-08 16:47:19,3151565,car
8449,2021-08-16 22:52:55,296161,car
8450,2021-08-16 03:48:17,4251894,car
8451,2021-08-03 16:28:18,2357502,car
8452,2021-08-11 01:27:47,6595185,car
8453,2021-07-30 17:55:47,3137683,car
8454,2021-08-19 13:24:31,7955597,car
8455,2021-08-09 05:23:30,9649067,car
8456,2021-08-02 20:53:33,9650170,truck
8457,2021-08-05 04:56:56,2210444,car
8458,2021-08-10 03:00:39,871948,truck
8459,2021-08-11 23:23:48,3072600,car
8460,2021-08-05 21:08:04,151206,car
8461,2021-08-18 09:01:23,938735,truck
8462,2021-07-30 14:33:19,4054191,car
8463,2021-08-21 02:05:45,7219687,truck
8464,2021-07-31 11:20:58,2607963,truck
8465,2021-08-08 23:44:56,2130560,car
8466,2021-08-09 04:25:10,8329033,truck
8467,2021-08-01 06:39:54,1840148,car
8468,2021-08-12 03:34:15,7399926,car
8469,2021-08-16 10:30:25,7749812,van
8470,2021-08-22 04:41:42,5006132,van
8471,2021-08-17 15:31:20,8464535,car
8472,2021-08-09 07:25:16,2610238,car
8473,2021-08-09 21:01:40,6153649,car
8474,2021-08-17 11:21:08,1543287,car
8475,2021-08-01 21:24:11,2063253,car
8476,2021-08-01 10:44:59,1061295,car
8477,2021-08-06 11:53:05,2527358,truck
8478,2021-08-08 15:44:34,9185590,car
8479,2021-08-02 00:57:48,9277316,van
8480,2021-08-02 20:24:02,9142056,car
8481,2021-08-05 09:02:54,2476630,van
8482,2021-08-03 16:40:29,4799875,truck
8483,2021-08-08 11:12:22,5215838,car
8484,2021-08-15 17:16:12,482573,car
8485,2021-08-20 23:07:15,5941477,car
8486,2021-08-02 00:13:39,8050522,truck
8487,2021-08-18 18:55:16,9769488,van
8488,2021-07-31 10:36:02,9980303,car
8489,2021-08-13 22:41:17,830236,truck
8490,2021-08-11 05:40:52,9411278,car
8491,2021-08-11 03:53:07,4341836,van
8492,2021-08-14 20:25:15,9581496,car
8493,2021-08-08 16:09:21,4171166,car
8494,2021-08-09 21:05:12,1025866,car
8495,2021-08-01 12:16:41,3053925,car
8496,2021-08-10 17:18:12,9071474,car
8497,2021-08-01 04:57:07,8536396,truck
8498,2021-08-12 15:06:22,4424227,car
8499,2021-08-17 14:44:16,1510463,van
8500,2021-08-19 02:02:43,1597203,car
8501,2021-08-10 16:43:26,8541712,car
8502,2021-08-07 02:02:08,6461855,truck
8503,2021-08-01 00:44:34,8177959,car
8504,2021-08-20 11:09:54,1540962,car
8505,2021-08-09 11:02:13,4382548,car
8506,2021-08-22 13:13:15,5705632,truck
8507,2021-08-08 21:57:36,343809,car
8508,2021-08-18 05:41:57,4951088,truck
8509,2021-08-18 03:14:03,1608282,van
8510,2021-08-16 23:08:36,223180,truck
8511,2021-08-11 06:30:22,5758325,car
8512,2021-08-09 03:12:59,2909311,truck
8513,2021-08-17 09:46:24,8681880,car
8514,2021-07-30 13:59:28,9188062,van
8515,2021-08-17 10:55:12,9075719,car
8516,2021-08-12 21:50:29,4650221,car
8517,2021-08-22 02:36:07,9469552,car
8518,2021-08-13 12:29:13,4182862,car
8519,2021-08-08 06:08:03,9521366,car
8520,2021-08-12 03:41:49,5779104,truck
8521,2021-08-01 17:05:13,7545697,car
8522,2021-08-17 00:42:27,9872714,car
8523,2021-08-13 12:50:29,7635215,car
8524,2021-08-08 18:55:48,8673351,van
8525,2021-08-17 02:09:29,1943194,truck
8526,2021-08-06 16:15:55,1516019,car
8527,2021-07-30 12:53:08,9356107,van
8528,2021-08-16 17:28:10,9166150,car
8529,2021-08-02 07:55:57,8233790,truck
8530,2021-08-02 22:59:06,1546130,truck
8531,2021-08-09 16:59:12,9644904,car
8532,2021-08-13 02:41:15,733962,truck
8533,2021-08-18 11:55:11,7437723,truck
8534,2021-08-05 12:23:46,6139856,truck
8535,2021-08-09 11:27:44,8354816,car
8536,2021-08-19 13:05:55,3217203,van
8537,2021-08-02 14:30:59,2587163,truck
8538,2021-08-19 23:16:32,8228837,car
8539,2021-08-01 23:00:02,4082579,car
8540,2021-08-12 07:41:51,5998048,truck
8541,2021-08-14 03:12:25,2575618,car
8542,2021-08-08 08:03:15,7955318,car
8543,2021-07-29 13:30:47,4716858,truck
8544,2021-08-16 07:10:35,5068531,truck
8545,2021-08-21 06:59:57,5412124,truck
8546,2021-08-16 16:30:11,1481380,truck
8547,2021-08-21 04:18:29,1958577,car
8548,2021-08-04 01:44:51,6388344,car
8549,2021-08-10 10:01:09,8882736,car
8550,2021-08-15 18:56:51,6813790,car
8551,2021-08-02 23:10:09,8187469,van
8552,2021-08-17 00:48:07,2603976,car
8553,2021-08-04 21:26:40,6370336,car
8554,2021-08-20 20:01:17,2344517,car
8555,2021-08-22 11:24:54,7016070,car
8556,2021-08-02 08:21:14,6353620,car
8557,2021-08-16 07:58:53,9181059,truck
8558,2021-08-05 16:41:26,6485957,car
8559,2021-08-16 07:31:21,4203541,car
8560,2021-08-15 11:48:17,8194871,car
8561,2021-08-04 20:48:33,1405197,car
8562,2021-08-17 13:50:39,9756792,truck
8563,2021-08-18 01:08:20,89608,car
8564,2021-08-03 23:41:16,517758,car
8565,2021-08-09 06:25:55,5739366,van
8566,2021-08-14 12:05:34,2461595,truck
8567,2021-08-15 13:32:24,1358313,car
8568,2021-08-10 18:15:30,3556803,car
8569,2021-08-22 06:32:55,5740225,car
8570,2021-07-31 05:35:13,4696898,car
8571,2021-08-13 02:12:39,7090716,car
8572,2021-08-03 07:06:58,7413479,truck
8573,2021-08-22 14:02:33,6998240,car
8574,2021-08-05 02:52:39,8910631,car
8575,2021-08-01 06:32:09,8877743,car
8576,2021-08-08 07:29:06,7245885,van
8577,2021-08-06 19:40:18,1333698,car
8578,2021-08-05 03:10:16,7532593,car
8579,2021-08-18 05:10:26,8459938,car
8580,2021-08-06 03:52:01,5783272,car
8581,2021-08-13 23:13:37,5261889,truck
8582,2021-08-14 10:06:23,695279,car
8583,2021-08-21 00:57:11,2804715,car
8584,2021-08-09 10:57:02,7858541,truck
8585,2021-08-15 07:55:34,529430,truck
8586,2021-08-04 02:28:06,8034133,van
8587,2021-08-14 12:42:07,4738595,van
8588,2021-08-21 10:27:16,326146,car
8589,2021-08-03 01:18:31,7125521,car
8590,2021-08-13 18:49:41,9735073,truck
8591,2021-08-11 07:58:47,2240976,truck
8592,2021-08-05 13:51:01,8389189,car
8593,2021-08-03 06:13:09,2497392,car
8594,2021-07-30 18:19:03,9217376,car
8595,2021-08-04 14:43:10,5166854,car
8596,2021-08-12 00:27:31,3589109,truck
8597,2021-08-15 01:31:18,2672490,truck
8598,2021-08-17 01:34:21,746416,car
8599,2021-08-19 14:20:58,5118799,car
8600,2021-08-02 22:53:06,4764871,truck
8601,2021-08-02 23:02:31,5184229,car
8602,2021-08-22 05:29:53,375626,van
8603,2021-07-29 14:07:42,8260595,car
8604,2021-08-13 13:24:05,1320317,car
8605,2021-08-12 05:47:32,7799178,car
8606,2021-08-05 00:15:25,1941060,truck
8607,2021-08-06 18:15:12,1375608,van
8608,2021-08-20 10:41:07,5248927,truck
8609,2021-08-01 10:16:15,8522490,truck
8610,2021-08-13 18:27:51,8149164,car
8611,2021-07-29 23:56:37,6810506,car
8612,2021-08-22 11:34:44,8572774,car
8613,2021-07-31 20:20:29,6909466,car
8614,2021-08-10 21:19:55,394608,truck
8615,2021-08-13 15:43:02,3681495,car
8616,2021-08-10 22:17:17,1166100,car
8617,2021-08-01 08:40:13,305185,car
8618,2021-07-30 00:11:57,9253449,van
8619,2021-08-13 00:08:12,9043086,car
8620,2021-08-16 03:05:09,3856647,car
8621,2021-08-18 02:07:34,9720589,car
8622,2021-07-30 23:53:23,3121390,van
8623,2021-07-31 12:47:00,7712166,truck
8624,2021-08-04 14:52:45,9406695,car
8625,2021-08-06 12:47:56,8509476,car
8626,2021-08-11 07:23:34,2834435,car
8627,2021-08-20 08:53:25,3833539,car
8628,2021-08-16 22:34:15,5927895,truck
8629,2021-07-30 22:55:30,7756946,car
8630,2021-08-11 21:31:35,9820140,truck
8631,2021-08-05 18:01:55,4600511,truck
8632,2021-08-13 23:00:52,6211488,car
8633,2021-08-09 06:19:05,1233609,truck
8634,2021-08-16 16:53:48,17385,van
8635,2021-08-09 23:31:24,2558367,car
8636,2021-08-06 21:47:37,5120922,car
8637,2021-07-29 14:44:17,4029806,van
8638,2021-08-17 19:32:21,8053594,car
8639,2021-08-14 19:46:26,1907405,car
8640,2021-08-04 23:25:09,8474334,truck
8641,2021-08-09 12:36:50,7756365,car
8642,2021-08-10 00:09:14,2170087,car
8643,2021-07-31 01:16:21,1970134,car
8644,2021-08-02 16:37:54,6985399,truck
8645,2021-07-30 18:00:43,13127,truck
8646,2021-08-04 22:15:47,5008713,car
8647,2021-08-21 17:56:11,7671827,car
8648,2021-08-02 22:39:10,8843086,van
8649,2021-08-12 09:24:56,423018,truck
8650,2021-08-16 16:59:23,7982360,van
8651,2021-08-12 22:51:32,9216382,car
8652,2021-08-15 05:55:33,5387350,car
8653,2021-08-12 12:06:58,3460140,van
8654,2021-08-09 01:45:08,7545538,car
8655,2021-08-14 12:39:12,9865617,van
8656,2021-08-03 02:47:38,6158234,truck
8657,2021-08-14 19:23:47,5793391,car
8658,2021-08-21 16:56:28,3528420,van
8659,2021-08-21 22:23:18,7459428,car
8660,2021-08-20 03:31:40,2966968,car
8661,2021-08-02 00:55:20,6451318,truck
8662,2021-08-10 13:54:35,9437553,car
8663,2021-08-14 07:53:07,1338646,car
8664,2021-08-11 04:08:24,4637408,car
8665,2021-08-02 01:16:22,1534601,car
8666,2021-08-19 09:13:33,6054269,car
8667,2021-08-15 04:32:50,1431280,car
8668,2021-08-08 04:34:47,159511,van
8669,2021-08-04 01:34:29,8623013,car
8670,2021-08-18 14:15:24,7113925,car
8671,2021-08-03 00:39:08,2206412,truck
8672,2021-08-06 14:01:24,4902687,car
8673,2021-08-22 02:04:23,6851901,car
8674,2021-08-20 22:55:01,2453425,truck
8675,2021-07-30 09:29:25,5947523,car
8676,2021-07-31 06:31:32,9479749,car
8677,2021-08-07 01:12:38,1609663,truck
8678,2021-08-16 22:48:53,7265598,car
8679,2021-08-21 03:07:56,4411428,truck
8680,2021-08-16 13:23:01,1593728,car
8681,2021-08-14 18:26:02,19770,truck
8682,2021-08-12 02:47:56,32003,car
8683,2021-08-08 03:07:03,9117175,car
8684,2021-08-11 16:54:47,8904423,truck
8685,2021-08-11 08:46:59,4768419,car
8686,2021-08-19 23:04:26,199372,van
8687,2021-08-20 22:57:13,9594606,car
8688,2021-08-17 19:55:25,6305754,truck
8689,2021-08-02 19:20:15,3534375,car
8690,2021-08-22 04:26:34,5352839,car
8691,2021-08-21 21:13:10,3900305,car
8692,2021-08-02 11:17:17,4612923,car
8693,2021-08-11 22:30:18,4173084,car
8694,2021-07-30 16:33:57,9713672,truck
8695,2021-08-03 03:57:44,7363966,car
8696,2021-08-11 06:16:31,5113640,truck
8697,2021-08-01 14:02:15,4171183,truck
8698,2021-08-13 02:10:58,4022812,truck
8699,2021-08-08 02:36:45,1930581,truck
8700,2021-08-18 15:31:31,4788719,car
8701,2021-08-01 01:28:00,7664307,truck
8702,2021-08-12 08:00:49,6505247,car
8703,2021-08-07 23:04:59,316405,van
8704,2021-08-17 21:24:03,9101421,car
8705,2021-07-30 19:30:27,1108758,truck
8706,2021-08-09 08:26:04,447165,car
8707,2021-07-31 08:09:55,9924825,car
8708,2021-08-07 20:30:21,6384575,van
8709,2021-08-01 02:38:34,2554818,car
8710,2021-08-09 14:03:29,6031441,car
8711,2021-08-01 22:53:16,2826580,truck
8712,2021-08-16 14:01:30,9155404,car
8713,2021-08-19 04:11:34,2149612,truck
8714,2021-08-01 23:48:30,7490652,car
8715,2021-08-04 09:25:14,3245550,car
8716,2021-08-17 15:37:07,7912981,car
8717,2021-08-16 00:38:44,3178983,truck
8718,2021-08-15 22:44:38,1551388,car
8719,2021-08-02 09:51:03,9480798,car
8720,2021-08-22 14:49:54,3226225,van
8721,2021-08-22 03:21:17,804411,car
8722,2021-08-18 08:18:57,401598,car
8723,2021-08-13 21:06:04,1637233,car
8724,2021-08-19 00:47:53,8624755,car
8725,2021-08-21 10:56:54,2993665,car
8726,2021-08-22 00:53:14,4645559,truck
8727,2021-08-06 10:15:13,4655658,truck
8728,2021-08-09 10:29:17,835986,car
8729,2021-08-07 07:08:03,1536175,truck
8730,2021-08-17 18:36:13,9962483,van
8731,2021-08-07 14:37:20,3568115,van
8732,2021-08-14 07:01:31,4304471,car
8733,2021-07-29 14:42:58,9001622,truck
8734,2021-08-21 05:19:52,7534817,car
8735,2021-07-29 12:27:49,4490564,car
8736,2021-07-29 20:44:03,8887618,van
8737,2021-08-22 10:37:51,1097839,car
8738,2021-07-31 21:42:16,6349665,car
8739,2021-08-09 02:50:04,9965775,truck
8740,2021-08-16 05:49:59,7609885,car
8741,2021-08-04 12:58:19,782070,truck
8742,2021-07-29 15:13:13,4048467,car
8743,2021-08-04 15:50:23,6847908,car
8744,2021-08-12 12:27:26,6299916,car
8745,2021-08-01 09:13:01,8950782,truck
8746,2021-08-17 05:00:21,4857168,car
8747,2021-07-30 16:02:21,6653387,truck
8748,2021-08-09 09:31:50,960165,car
8749,2021-08-05 02:40:54,6060231,car
8750,2021-08-05 09:20:58,8204287,car
8751,2021-08-11 14:11:34,2584715,truck
8752,2021-08-21 19:04:51,5485409,truck
8753,2021-08-06 00:32:53,4366609,truck
8754,2021-08-11 15:55:23,7160715,car
8755,2021-07-29 22:15:58,6457771,car
8756,2021-08-10 12:55:37,2990790,car
8757,2021-08-22 01:10:16,2891827,car
8758,2021-07-31 16:56:47,2102039,truck
8759,2021-08-18 02:49:23,2880908,car
8760,2021-08-02 15:00:15,8956647,car
8761,2021-08-15 14:20:40,698098,car
8762,2021-08-13 23:46:12,6991614,car
8763,2021-07-30 10:14:02,9989311,car
8764,2021-08-20 22:39:58,5722696,car
8765,2021-08-16 15:06:50,3104338,car
8766,2021-08-16 16:09:20,6815680,truck
8767,2021-08-20 03:39:06,5990468,van
8768,2021-08-20 17:22:21,4460015,car
8769,2021-08-04 06:13:59,1674939,van
8770,2021-08-19 11:18:43,2717588,truck
8771,2021-08-06 15:54:55,8904811,car
8772,2021-08-16 00:29:55,6053471,car
8773,2021-08-10 14:33:15,9588212,car
8774,2021-08-06 18:59:22,6213453,truck
8775,2021-08-15 11:18:32,2109446,truck
8776,2021-08-02 02:49:33,2657742,car
8777,2021-08-15 22:41:29,2661879,car
8778,2021-08-05 14:25:09,6766008,van
8779,2021-08-08 22:29:13,7399346,car
8780,2021-08-06 16:39:21,6028388,truck
8781,2021-08-09 22:56:18,8465035,car
8782,2021-07-30 21:57:53,5684887,car
8783,2021-08-02 01:00:50,5502304,truck
8784,2021-08-14 09:05:45,823064,car
8785,2021-08-10 16:07:22,6172774,truck
8786,2021-08-13 06:36:53,722796,car
8787,2021-08-21 05:17:38,9578106,car
8788,2021-08-10 20:01:04,3551078,truck
8789,2021-08-11 21:24:52,560353,truck
8790,2021-08-16 21:32:10,3864651,car
8791,2021-08-20 06:24:35,2377193,car
8792,2021-08-17 15:11:20,6489840,car
8793,2021-08-02 09:44:17,415453,car
8794,2021-08-16 02:07:29,235190,truck
8795,2021-08-02 02:14:43,8065696,truck
8796,2021-08-17 15:52:09,2304588,car
8797,2021-07-29 16:54:50,8223239,truck
8798,2021-08-03 12:32:49,8157266,car
8799,2021-08-02 04:09:59,5424134,car
8800,2021-08-11 00:13:34,3260835,car
8801,2021-08-13 06:06:42,4380778,car
8802,2021-08-08 05:27:17,4449572,car
8803,2021-08-17 19:16:30,8170021,car
8804,2021-08-02 07:30:22,5923005,car
8805,2021-08-06 04:14:11,9564664,car
8806,2021-08-01 04:49:08,5306558,truck
8807,2021-08-07 04:54:11,5927132,car
8808,2021-08-17 18:05:21,2802127,truck
8809,2021-08-15 12:08:06,4783933,van
8810,2021-08-22 06:22:58,9137489,car
8811,2021-08-05 23:59:16,1613297,car
8812,2021-08-12 04:02:05,2357596,car
8813,2021-08-02 13:47:41,6279924,car
8814,2021-07-31 18:45:02,8741918,truck
8815,2021-08-14 00:00:24,2786605,van
8816,2021-08-18 15:28:19,7577072,truck
8817,2021-07-29 21:40:06,4865284,car
8818,2021-08-16 05:07:46,9209523,car
8819,2021-08-09 08:06:29,8230025,car
8820,2021-08-22 14:53:02,488471,car
8821,2021-08-07 14:03:57,2612620,van
8822,2021-08-13 07:55:25,7013203,car
8823,2021-08-09 01:38:53,5321997,car
8824,2021-08-03 06:32:41,8119427,car
8825,2021-08-12 16:08:33,6699026,truck
8826,2021-07-30 18:52:08,7831774,truck
8827,2021-08-21 23:47:45,7036293,car
8828,2021-08-18 08:57:20,6118661,car
8829,2021-08-10 18:37:38,2577930,car
8830,2021-08-06 03:01:13,4895274,car
8831,2021-08-04 06:26:47,2204759,truck
8832,2021-08-22 18:05:14,8823761,car
8833,2021-08-01 05:51:32,3438676,car
8834,2021-08-22 12:21:22,4645548,truck
8835,2021-08-09 21:11:55,6109554,car
8836,2021-07-30 08:43:16,5592313,car
8837,2021-08-07 08:27:51,797517,truck
8838,2021-08-03 08:49:58,6902269,car
8839,2021-08-01 05:15:33,8679359,car
8840,2021-07-29 15:50:00,9536087,car
8841,2021-08-14 00:47:37,7140344,car
8842,2021-07-30 00:57:41,4773565,car
8843,2021-08-05 03:35:26,1615088,car
8844,2021-08-08 22:36:38,3248393,car
8845,2021-08-18 12:38:16,7100506,car
8846,2021-08-05 06:12:48,3093076,van
8847,2021-08-03 16:47:55,9361137,truck
8848,2021-08-02 04:56:08,9873316,car
8849,2021-08-12 13:56:54,1523642,car
8850,2021-08-13 10:46:28,3724430,truck
8851,2021-07-30 11:13:20,1595172,van
8852,2021-08-15 11:19:54,4906038,car
8853,2021-08-10 08:59:27,9530390,car
8854,2021-08-10 16:21:16,413217,truck
8855,2021-08-19 15:51:00,9320395,car
8856,2021-07-31 10:22:57,6423981,car
8857,2021-08-21 10:15:55,4724252,car
8858,2021-08-17 17:36:06,7725321,car
8859,2021-08-20 14:12:06,3910083,car
8860,2021-08-20 07:38:54,4578030,car
8861,2021-08-13 04:43:22,5528034,van
8862,2021-08-10 12:16:02,2488403,car
8863,2021-08-11 01:59:05,6905731,van
8864,2021-08-13 15:23:14,1429727,car
8865,2021-08-09 02:02:30,5449713,car
8866,2021-07-30 06:02:24,2231846,truck
8867,2021-08-15 05:43:56,8397013,car
8868,2021-08-03 05:55:40,6419884,car
8869,2021-08-11 02:47:56,2668801,car
