Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type,Number_of_Axles,Tollplaza_ID,Tollplaza_Code,Type_of_Payment_Code,Vehicle_Code
7620,2021-08-01 06:07:11,3970197,VAN,2,4488,PC19D06B0,6B0,PTC V
7621,2021-08-06 09:19:53,651627,CAR,2,4638,PCB7AC8AA,8AA,PTP V
7622,2021-07-30 14:16:26,1506338,TRUCK,4,4589,PC1477DC9,DC9,PTP V
7623,2021-07-29 22:40:02,3919803,VAN,2,4130,PC9F22103,103,PTP V
7624,2021-08-02 23:58:13,272280,CAR,2,4046,PCAC345FD,5FD,PTP V
7625,2021-08-18 12:02:16,7774983,CAR,2,4635,PC3C8B99E,99E,PTP V
7626,2021-08-06 05:53:20,4474490,TRUCK,4,4630,PCA26D872,872,PTP V
7627,2021-08-16 14:53:11,7657397,CAR,2,4217,PC6E8D0F9,0F9,PTP V
7628,2021-08-08 04:14:07,7266983,VAN,2,4342,PCE7F2748,748,PTC V
7629,2021-08-22 17:34:13,3660800,CAR,2,4408,PC3B3BE8F,E8F,PTE V
7630,2021-08-10 05:43:34,2513964,CAR,2,4457,PCFBF2259,259,PTP V
7631,2021-08-01 14:01:44,8707477,CAR,2,4410,PC6EFC03B,03B,PTC V
7632,2021-08-17 16:46:38,326999,CAR,2,4393,PC93CE517,517,PTE V
7633,2021-08-12 23:44:31,3531096,CAR,2,4789,PCBE8B2AB,2AB,PTC V
7634,2021-08-02 16:41:41,5425914,CAR,2,4713,PCD4A1214,214,PTC V
7635,2021-08-03 10:37:10,9457018,CAR,2,4201,PC0E22DEA,DEA,PTP V
7636,2021-08-09 01:56:56,5275678,TRUCK,4,4479,PCCA36E4D,E4D,PTE V
7637,2021-08-15 23:35:37,1505533,TRUCK,4,4526,PCCB07C68,C68,PTC V
7638,2021-08-14 03:46:23,1587977,VAN,2,4139,PC924C594,594,PTP V
7639,2021-08-02 14:10:30,1805802,CAR,2,4092,PC40C2E00,E00,PTC V
7640,2021-07-31 07:33:35,5747626,VAN,2,4350,PCEDD7E85,E85,PTE V
7641,2021-08-06 11:26:38,4801660,CAR,2,4456,PC8DFF744,744,PTE V
7642,2021-08-12 09:36:59,8014921,TRUCK,4,4726,PCF6540C0,0C0,PTC V
7643,2021-08-21 01:18:40,7228081,CAR,2,4141,PC13CB69B,69B,PTP V
7644,2021-08-19 22:15:13,5872678,CAR,2,4856,PC7C042B7,2B7,PTE V
7645,2021-08-22 02:12:21,3243364,CAR,2,4394,PCD3A817A,17A,PTE V
7646,2021-07-30 02:31:53,453696,CAR,2,4602,PC0D3474E,74E,PTE V
7647,2021-08-12 21:35:29,1595146,CAR,2,4161,PCF8F6133,133,PTC V
7648,2021-07-29 18:44:01,6399483,CAR,2,4163,PC95B4E03,E03,PTE V
7649,2021-08-13 12:28:08,2533308,CAR,2,4170,PC8CA1B15,B15,PTP V
7650,2021-07-31 07:32:46,5901857,VAN,2,4054,PC7E79FA0,FA0,PTE V
7651,2021-08-16 15:45:07,799844,CAR,2,4213,PCDD316EB,6EB,PTP V
7652,2021-08-11 01:55:38,6075034,TRUCK,4,5004,PC2111CF9,CF9,PTC V
7653,2021-08-20 10:16:59,1959769,CAR,2,4148,PCDFBBEBB,EBB,PTP V
7654,2021-07-29 17:58:13,9307517,VAN,2,4927,PC2D22627,627,PTC V
7655,2021-08-17 15:30:18,6034027,CAR,2,4944,PC41EEC34,C34,PTP V
7656,2021-08-06 14:29:41,9183111,CAR,2,4384,PC59A33DE,3DE,PTC V
7657,2021-08-12 15:02:07,4130918,CAR,2,4111,PC07F012A,12A,PTE V
7658,2021-08-18 18:07:06,6965737,CAR,2,5009,PC70886EC,6EC,PTP V
7659,2021-08-03 18:18:57,7477951,CAR,2,4654,PCBA5D8AB,8AB,PTP V
7660,2021-08-13 17:19:02,6075575,CAR,2,4942,PCD51A740,740,PTP V
7661,2021-08-10 04:50:29,2435174,CAR,2,4046,PCAC345FD,5FD,PTP V
7662,2021-08-18 05:30:20,395407,CAR,2,4493,PC124B4C0,4C0,PTC V
7663,2021-08-15 11:25:15,898913,CAR,2,4652,PC74A3585,585,PTP V
7664,2021-08-04 12:05:39,371432,CAR,2,4658,PC1A58039,039,PTP V
7665,2021-08-16 14:42:18,7398235,CAR,2,4741,PC85A4D4B,D4B,PTC V
7666,2021-08-10 18:36:54,2966024,CAR,2,4239,PCA185B1A,B1A,PTC V
7667,2021-08-08 01:18:20,6898449,CAR,2,4674,PC795E7B9,7B9,PTE V
7668,2021-08-12 12:07:18,1092379,CAR,2,4216,PC53B475D,75D,PTC V
7669,2021-08-14 15:57:35,6906934,TRUCK,4,4030,PCA8A9AA8,AA8,PTC V
7670,2021-08-14 22:26:11,1957260,CAR,2,4905,PCE1EA438,438,PTE V
7671,2021-08-22 14:09:43,1291329,CAR,2,4039,PC73BE1E2,1E2,PTC V
7672,2021-08-20 23:23:56,3235714,VAN,2,4055,PCA06B2F1,2F1,PTC V
7673,2021-08-08 15:10:29,3737460,TRUCK,4,4389,PC7688C61,C61,PTP V
7674,2021-08-21 21:42:11,3012583,CAR,2,4345,PCAC01231,231,PTP V
7675,2021-08-16 02:07:10,5673854,CAR,2,4644,PC411FDC0,DC0,PTC V
7676,2021-08-13 23:23:08,3668420,CAR,2,4921,PCA70760B,60B,PTC V
7677,2021-08-08 01:31:19,2989266,CAR,2,4456,PC8DFF744,744,PTE V
7678,2021-08-11 19:42:14,4656676,CAR,2,4222,PC15EC378,378,PTP V
7679,2021-07-31 23:37:14,6899405,TRUCK,4,4698,PC8BCEB19,B19,PTP V
7680,2021-08-03 07:14:46,1054248,TRUCK,4,4558,PC575F591,591,PTE V
7681,2021-08-10 08:08:01,9824896,CAR,2,4454,PC94C0945,945,PTP V
7682,2021-08-07 08:03:13,5019344,TRUCK,4,4849,PCF764517,517,PTP V
7683,2021-08-14 17:34:23,3480218,VAN,2,4573,PC4D8469D,69D,PTC V
7684,2021-08-09 12:37:49,8122358,CAR,2,4397,PCB070250,250,PTP V
7685,2021-08-09 23:32:05,1876106,TRUCK,4,4449,PCAACD453,453,PTE V
7686,2021-08-09 05:01:19,6905876,CAR,2,4677,PCA9D6EEE,EEE,PTC V
7687,2021-08-02 04:53:27,9137619,TRUCK,4,4559,PC93AAEC9,EC9,PTC V
7688,2021-08-15 02:20:17,2291085,CAR,2,4880,PC5A27CDE,CDE,PTP V
7689,2021-08-22 00:59:12,5314961,CAR,2,4197,PCE32ED40,D40,PTE V
7690,2021-08-16 14:19:38,1937069,CAR,2,4028,PCE75C5C8,5C8,PTP V
7691,2021-08-17 08:03:41,367838,CAR,2,4841,PCE45DE8D,E8D,PTP V
7692,2021-08-17 15:01:19,9906248,VAN,2,4148,PCDFBBEBB,EBB,PTC V
7693,2021-08-01 18:44:44,1037071,TRUCK,4,4073,PCA3797CA,7CA,PTP V
7694,2021-08-15 10:07:45,2415525,CAR,2,4508,PC385C6E7,6E7,PTE V
7695,2021-08-21 07:45:05,2292281,CAR,2,4125,PC8AAEF51,F51,PTE V
7696,2021-08-18 00:15:19,155831,TRUCK,4,4952,PC64CF233,233,PTP V
7697,2021-08-12 20:42:49,1363903,CAR,2,4835,PC4645718,718,PTE V
7698,2021-08-14 10:27:11,9452493,VAN,2,4693,PCB4CDDA5,DA5,PTP V
7699,2021-08-05 01:29:52,5494192,CAR,2,4632,PCC1FFE5B,E5B,PTP V
7700,2021-08-16 05:32:51,1142804,CAR,2,4707,PC98F856D,56D,PTC V
7701,2021-08-19 11:45:18,8202025,VAN,2,4290,PC84E8CEF,CEF,PTP V
7702,2021-08-11 06:45:00,6941002,CAR,2,4736,PC6A65941,941,PTC V
7703,2021-08-08 16:01:23,6122794,CAR,2,4595,PC64281F6,1F6,PTP V
7704,2021-08-10 22:06:55,8833966,CAR,2,4215,PC4C76F48,F48,PTE V
7705,2021-08-19 16:38:42,1425830,TRUCK,4,4303,PC2E2E0C0,0C0,PTC V
7706,2021-08-13 12:12:08,6423319,TRUCK,4,4065,PC3B514E2,4E2,PTE V
7707,2021-08-01 02:33:20,7331025,CAR,2,4701,PCD5F2808,808,PTP V
7708,2021-08-11 04:05:26,1126576,TRUCK,4,4613,PCEBBFFB5,FB5,PTE V
7709,2021-08-12 05:07:19,4932187,TRUCK,4,4737,PCED7EAFE,AFE,PTP V
7710,2021-08-06 07:45:17,2737632,TRUCK,4,4708,PC82D2552,552,PTE V
7711,2021-08-04 12:03:21,9128975,CAR,2,4921,PCA70760B,60B,PTE V
7712,2021-08-01 13:30:19,3809237,CAR,2,4495,PC210A754,754,PTE V
7713,2021-08-13 09:17:09,8558751,CAR,2,4656,PC63844BC,4BC,PTE V
7714,2021-08-09 20:21:51,3305738,CAR,2,5004,PC2111CF9,CF9,PTP V
7715,2021-08-19 15:47:49,3902021,TRUCK,4,4669,PC36675CE,5CE,PTE V
7716,2021-08-21 17:16:58,1783201,VAN,2,4213,PCDD316EB,6EB,PTP V
7717,2021-08-05 17:25:34,1923804,VAN,2,4011,PC680DEC6,EC6,PTE V
7718,2021-08-12 17:12:26,3429569,CAR,2,4350,PCEDD7E85,E85,PTE V
7719,2021-08-19 12:50:45,7847002,VAN,2,4526,PCCB07C68,C68,PTP V
7720,2021-08-11 19:30:28,1115981,VAN,2,4426,PCC0E943C,43C,PTE V
7721,2021-07-31 03:21:15,1446586,CAR,2,4809,PCAD363FC,3FC,PTE V
7722,2021-08-07 05:02:32,3924916,CAR,2,4569,PC20129F9,9F9,PTE V
7723,2021-08-22 17:19:15,1289777,VAN,2,4569,PC20129F9,9F9,PTE V
7724,2021-07-30 23:15:34,7503567,VAN,2,4306,PC5D6563A,63A,PTP V
7725,2021-08-12 20:33:11,9497120,TRUCK,4,4358,PC32FB72C,72C,PTE V
7726,2021-08-12 19:59:40,9064936,CAR,2,4685,PC5D33C18,C18,PTC V
7727,2021-08-09 20:01:11,2424277,TRUCK,4,4022,PCF135377,377,PTP V
7728,2021-08-03 03:15:59,5638516,TRUCK,4,4822,PCD1EB220,220,PTE V
7729,2021-08-06 20:40:44,4041316,CAR,2,4802,PCBDD55F1,5F1,PTP V
7730,2021-08-05 01:27:52,2560021,CAR,2,4804,PC68484C6,4C6,PTE V
7731,2021-08-12 07:06:22,7741898,CAR,2,4466,PC6E93A05,A05,PTP V
7732,2021-08-14 05:20:01,1011203,CAR,2,4180,PC250A90D,90D,PTC V
7733,2021-08-11 04:23:46,6353123,CAR,2,4457,PCFBF2259,259,PTC V
7734,2021-08-09 04:34:35,7864611,CAR,2,4589,PC1477DC9,DC9,PTP V
7735,2021-07-30 14:30:38,1964748,CAR,2,4718,PC81E83B9,3B9,PTE V
7736,2021-08-17 06:58:31,31334,TRUCK,4,4033,PC783B5FC,5FC,PTC V
7737,2021-08-10 01:17:55,281570,TRUCK,4,4976,PC5149039,039,PTC V
7738,2021-08-07 19:04:56,1880686,CAR,2,4343,PC0F6325D,25D,PTE V
7739,2021-08-12 13:53:10,4145419,TRUCK,4,4288,PC12AA919,919,PTC V
7740,2021-08-06 09:32:21,2832453,CAR,2,5010,PC028872C,72C,PTE V
7741,2021-08-22 04:34:35,6252020,CAR,2,4572,PCC9756B2,6B2,PTE V
7742,2021-08-21 04:52:55,2141521,CAR,2,4453,PC5EC8DF5,DF5,PTE V
7743,2021-08-09 02:53:42,1992282,VAN,2,4659,PC5549650,650,PTP V
7744,2021-08-07 09:29:02,8005909,CAR,2,4267,PCE51C5C7,5C7,PTE V
7745,2021-08-06 03:58:17,9582423,CAR,2,4721,PCE937423,423,PTC V
7746,2021-08-09 13:59:04,2659310,CAR,2,4755,PC628DCED,CED,PTP V
7747,2021-08-17 03:13:11,1211762,CAR,2,4701,PCD5F2808,808,PTP V
7748,2021-08-02 01:02:51,3888175,TRUCK,4,4993,PC0F0AB4E,B4E,PTC V
7749,2021-08-13 04:56:19,7922192,TRUCK,4,5006,PC7A260F1,0F1,PTE V
7750,2021-08-11 15:48:15,1970163,CAR,2,4146,PCF91266E,66E,PTC V
7751,2021-08-05 11:53:40,5971486,CAR,2,4278,PC4847214,214,PTP V
7752,2021-08-08 23:45:07,5386277,TRUCK,4,4455,PC15C75C0,5C0,PTC V
7753,2021-07-29 22:14:40,7313715,CAR,2,4210,PC5613FC5,FC5,PTE V
7754,2021-08-20 21:25:26,9503798,TRUCK,4,4875,PC40FC710,710,PTP V
7755,2021-08-05 01:30:57,5634772,CAR,2,4576,PC394C979,979,PTP V
7756,2021-08-03 20:04:48,5751770,CAR,2,4105,PC43919D1,9D1,PTC V
7757,2021-08-07 14:37:40,2664763,TRUCK,4,4163,PC95B4E03,E03,PTC V
7758,2021-08-07 02:13:01,3557151,CAR,2,4832,PC34ECAB5,AB5,PTC V
7759,2021-08-15 16:28:10,1609590,CAR,2,4186,PC922BA3E,A3E,PTP V
7760,2021-07-30 10:06:19,1980965,TRUCK,4,4711,PC340B4DE,4DE,PTE V
7761,2021-07-30 18:15:39,3876776,TRUCK,4,4255,PCB7E7138,138,PTP V
7762,2021-08-08 05:36:32,3640101,CAR,2,4969,PCBBB9730,730,PTC V
7763,2021-08-14 14:10:54,361670,CAR,2,4769,PC10C50DC,0DC,PTP V
7764,2021-08-11 23:47:24,9788209,TRUCK,4,4858,PC94DC1E6,1E6,PTE V
7765,2021-08-17 20:58:46,6890380,CAR,2,4936,PC7157CF3,CF3,PTC V
7766,2021-08-02 05:55:48,6998838,CAR,2,4632,PCC1FFE5B,E5B,PTC V
7767,2021-08-16 04:10:15,3327941,CAR,2,4699,PC2C1B987,987,PTC V
7768,2021-08-19 18:44:57,5885862,TRUCK,4,4387,PCE2B9376,376,PTP V
7769,2021-08-11 08:09:12,2493008,CAR,2,4991,PC5B5C16D,16D,PTC V
7770,2021-07-30 16:15:44,3523447,VAN,2,4581,PCC347465,465,PTC V
7771,2021-07-29 13:01:17,6304380,CAR,2,4311,PC7F02ED3,ED3,PTP V
7772,2021-08-16 03:30:48,210388,CAR,2,4603,PC485BE5B,E5B,PTE V
7773,2021-08-11 23:38:53,591160,CAR,2,4469,PC120EEFD,EFD,PTP V
7774,2021-08-02 04:46:19,3267965,VAN,2,4921,PCA70760B,60B,PTP V
7775,2021-07-30 15:51:33,7896726,CAR,2,4829,PCEC030F2,0F2,PTE V
7776,2021-08-02 12:30:17,3082018,TRUCK,4,4261,PC84FFC9D,C9D,PTC V
7777,2021-08-08 04:31:54,634742,TRUCK,4,4134,PC767BBB2,BB2,PTC V
7778,2021-08-10 20:47:11,4669729,CAR,2,4889,PC3547FAD,FAD,PTE V
7779,2021-07-29 13:18:20,8353645,TRUCK,4,4374,PCC321538,538,PTP V
7780,2021-08-05 04:56:07,5914845,CAR,2,4541,PCC6A4CD8,CD8,PTC V
7781,2021-07-30 23:48:42,6752034,CAR,2,4373,PC8806694,694,PTP V
7782,2021-08-05 05:46:51,5920747,CAR,2,4271,PC28E44E2,4E2,PTE V
7783,2021-08-14 01:09:21,3244696,CAR,2,4208,PC1E49F6B,F6B,PTP V
7784,2021-08-16 20:08:15,6409585,CAR,2,4473,PC51FDD60,D60,PTP V
7785,2021-08-15 02:09:10,8395702,CAR,2,4243,PCC4F7DCE,DCE,PTE V
7786,2021-08-05 00:55:37,3521209,CAR,2,4699,PC2C1B987,987,PTE V
7787,2021-08-07 10:07:06,6091596,CAR,2,4656,PC63844BC,4BC,PTP V
7788,2021-08-02 12:57:57,1606861,TRUCK,4,5001,PC264C595,595,PTE V
7789,2021-07-30 00:35:05,4230824,TRUCK,4,4730,PC7DC0964,964,PTC V
7790,2021-07-31 14:46:55,5724714,TRUCK,4,4172,PC1A43FB7,FB7,PTP V
7791,2021-08-16 07:00:38,5332568,TRUCK,4,4856,PC7C042B7,2B7,PTP V
7792,2021-08-20 14:21:25,6012009,VAN,2,4985,PCCA71D2C,D2C,PTE V
7793,2021-08-11 04:16:48,1358656,TRUCK,4,4853,PC214FB8E,B8E,PTC V
7794,2021-08-14 15:51:51,2003600,CAR,2,4772,PC7368097,097,PTC V
7795,2021-08-04 17:29:13,2266624,TRUCK,4,4364,PCB33ACE8,CE8,PTC V
7796,2021-07-31 17:44:10,2843626,CAR,2,4689,PC89C35AD,5AD,PTE V
7797,2021-08-14 23:11:03,585517,TRUCK,4,4638,PCB7AC8AA,8AA,PTE V
7798,2021-08-08 10:28:58,9580088,CAR,2,4953,PC1E2B07E,07E,PTE V
7799,2021-08-03 22:04:19,7924239,CAR,2,4819,PC454F09B,09B,PTC V
7800,2021-08-14 00:17:08,6017546,TRUCK,4,4297,PCDE89544,544,PTP V
7801,2021-08-16 13:57:58,9439085,TRUCK,4,4373,PC8806694,694,PTE V
7802,2021-08-12 07:48:15,2310333,CAR,2,4442,PC05C2F86,F86,PTP V
7803,2021-08-07 15:33:53,8954375,TRUCK,4,4109,PC7057B6A,B6A,PTC V
7804,2021-08-01 02:57:39,1087005,CAR,2,4546,PCEF3EBBC,BBC,PTC V
7805,2021-08-05 02:16:42,606152,TRUCK,4,4002,PCED7D2DE,2DE,PTE V
7806,2021-08-07 20:18:25,410859,VAN,2,4399,PCCA288FE,8FE,PTE V
7807,2021-08-01 07:09:25,6323656,VAN,2,4105,PC43919D1,9D1,PTP V
7808,2021-08-02 03:43:54,927225,CAR,2,4194,PC96AD1EB,1EB,PTC V
7809,2021-08-04 12:41:20,4132281,CAR,2,4728,PC07BF95F,95F,PTE V
7810,2021-08-18 17:41:30,46521,CAR,2,4863,PCA8F9E50,E50,PTE V
7811,2021-08-02 23:34:46,5109250,CAR,2,4061,PC3A63A79,A79,PTC V
7812,2021-08-21 11:46:35,8359183,CAR,2,4636,PCDECFC74,C74,PTC V
7813,2021-08-12 02:54:10,8421623,TRUCK,4,4701,PCD5F2808,808,PTC V
7814,2021-07-30 21:15:59,8276423,TRUCK,4,4098,PC89C0554,554,PTP V
7815,2021-08-13 20:58:58,9201415,TRUCK,4,4797,PCE2D63A7,3A7,PTP V
7816,2021-08-19 18:52:07,2033457,TRUCK,4,4767,PC61F3A80,A80,PTE V
7817,2021-08-01 07:36:36,6584702,VAN,2,4977,PCB077F18,F18,PTP V
7818,2021-08-22 05:05:21,6528806,TRUCK,4,4480,PC9A343F9,3F9,PTE V
7819,2021-08-02 10:06:31,1448667,CAR,2,4922,PC785D63F,63F,PTP V
7820,2021-08-05 12:53:12,8603979,CAR,2,4258,PCAC64E67,E67,PTC V
7821,2021-07-30 09:57:11,8620089,CAR,2,4204,PC5881E06,E06,PTE V
7822,2021-08-15 05:29:57,2411859,TRUCK,4,4024,PC91E3A87,A87,PTP V
7823,2021-08-06 12:37:34,93963,TRUCK,4,4360,PC084F676,676,PTP V
7824,2021-08-18 22:32:50,1729123,CAR,2,4245,PC6594AD4,AD4,PTC V
7825,2021-08-17 15:40:28,2256659,CAR,2,4518,PCC7B407A,07A,PTE V
7826,2021-08-02 00:42:19,7417174,CAR,2,4781,PC0D83A1E,A1E,PTE V
7827,2021-08-16 12:53:59,2381445,TRUCK,4,4506,PCB24B68E,68E,PTE V
7828,2021-07-31 23:49:36,1370095,CAR,2,4094,PC53A52CB,2CB,PTE V
7829,2021-08-16 09:42:30,352003,TRUCK,4,4945,PC95BD14B,14B,PTE V
7830,2021-07-30 10:02:55,4768818,CAR,2,4361,PC2E0C888,888,PTP V
7831,2021-07-30 18:19:18,8763918,VAN,2,4911,PCBEF8EE1,EE1,PTC V
7832,2021-08-22 04:47:34,6510825,TRUCK,4,4085,PC6150735,735,PTP V
7833,2021-08-19 22:55:39,314813,CAR,2,4157,PC7305E43,E43,PTP V
7834,2021-08-01 08:56:38,7263962,CAR,2,4867,PC5A6D86E,86E,PTP V
7835,2021-08-16 12:08:40,5946738,CAR,2,4194,PC96AD1EB,1EB,PTC V
7836,2021-08-15 19:53:23,6996603,CAR,2,4642,PC17D596F,96F,PTE V
7837,2021-08-22 17:28:06,4266637,CAR,2,4998,PCD9C5406,406,PTE V
7838,2021-08-20 21:41:29,6715637,CAR,2,4559,PC93AAEC9,EC9,PTC V
7839,2021-08-20 07:24:53,3600501,VAN,2,4406,PC7A54E18,E18,PTC V
7840,2021-08-15 01:53:21,8485342,VAN,2,4727,PC52E71B8,1B8,PTC V
7841,2021-08-19 08:27:33,5072928,CAR,2,4957,PC8DFFE65,E65,PTP V
7842,2021-08-12 10:00:43,5089115,CAR,2,4143,PC5F47DCF,DCF,PTC V
7843,2021-08-20 13:03:50,3748738,CAR,2,4841,PCE45DE8D,E8D,PTE V
7844,2021-08-08 16:17:39,3810415,CAR,2,4614,PC08910B7,0B7,PTC V
7845,2021-08-03 04:18:16,4956756,VAN,2,5006,PC7A260F1,0F1,PTC V
7846,2021-08-15 01:13:05,2294923,CAR,2,4757,PC126524C,24C,PTC V
7847,2021-08-04 12:40:29,8176759,TRUCK,4,4531,PC857F4A0,4A0,PTP V
7848,2021-07-29 11:46:20,9142101,CAR,2,4966,PC4E6422C,22C,PTE V
7849,2021-08-10 18:33:36,8245292,CAR,2,4884,PC3FB1BB6,BB6,PTE V
7850,2021-08-08 05:23:38,8654951,CAR,2,4148,PCDFBBEBB,EBB,PTP V
7851,2021-08-21 09:13:02,4288128,TRUCK,4,4116,PCCA836C9,6C9,PTC V
7852,2021-08-13 00:28:05,8169247,VAN,2,4904,PC36C6441,441,PTC V
7853,2021-08-12 01:02:11,4848640,TRUCK,4,4500,PC548BDC0,DC0,PTC V
7854,2021-08-20 03:54:29,7404478,CAR,2,4901,PCE32D2F9,2F9,PTC V
7855,2021-08-17 15:49:06,5020008,TRUCK,4,4743,PCE6EEF2E,F2E,PTP V
7856,2021-07-31 10:38:39,217788,CAR,2,4593,PC3863F6A,F6A,PTC V
7857,2021-08-04 19:00:22,6683356,TRUCK,4,4915,PC86B0D7B,D7B,PTC V
7858,2021-08-13 14:34:21,5114429,CAR,2,4870,PC65485BB,5BB,PTP V
7859,2021-07-31 09:42:50,5705268,CAR,2,4369,PCD5CBB82,B82,PTC V
7860,2021-08-06 02:05:34,3278641,TRUCK,4,4472,PC303DD56,D56,PTE V
7861,2021-08-03 01:50:49,8170612,TRUCK,4,4996,PC6A4F55F,55F,PTE V
7862,2021-08-15 15:07:32,3809650,CAR,2,4709,PCC8C7059,059,PTC V
7863,2021-08-01 01:26:15,8750433,CAR,2,4903,PCC3BCE65,E65,PTE V
7864,2021-08-04 15:12:24,6324802,VAN,2,4007,PCDF9F773,773,PTP V
7865,2021-08-18 12:21:31,4372120,CAR,2,4958,PC8A8976A,76A,PTC V
7866,2021-08-11 14:34:11,1098853,TRUCK,4,4849,PCF764517,517,PTP V
7867,2021-08-07 16:21:15,4560509,TRUCK,4,4151,PC0AB2B55,B55,PTE V
7868,2021-08-05 15:22:13,2215730,CAR,2,4050,PC822E359,359,PTE V
7869,2021-08-06 17:16:17,2749770,CAR,2,4586,PC4A40D50,D50,PTP V
7870,2021-08-10 10:19:55,3545826,CAR,2,4834,PCB228987,987,PTC V
7871,2021-08-14 07:45:17,2497910,TRUCK,4,4268,PC6CC51DA,1DA,PTE V
7872,2021-08-14 17:47:37,6141852,CAR,2,4818,PCF243BF3,BF3,PTC V
7873,2021-08-16 10:27:56,7450959,CAR,2,4307,PC87D90FE,0FE,PTC V
7874,2021-08-02 22:42:43,6186942,CAR,2,4359,PCB27CFF1,FF1,PTC V
7875,2021-08-09 03:48:47,5107897,VAN,2,4972,PCC51AD39,D39,PTE V
7876,2021-08-14 14:15:36,3227609,CAR,2,4522,PC0A326BE,6BE,PTC V
7877,2021-08-17 12:02:53,171674,CAR,2,4056,PC9FBBA67,A67,PTP V
7878,2021-08-12 01:03:35,901299,CAR,2,4771,PC71FE98A,98A,PTC V
7879,2021-07-30 20:29:08,2250293,TRUCK,4,4111,PC07F012A,12A,PTE V
7880,2021-08-05 10:26:20,3398884,CAR,2,4142,PC7ACFF7C,F7C,PTP V
7881,2021-08-15 22:03:44,1975451,CAR,2,4362,PC670999C,99C,PTC V
7882,2021-08-05 19:36:43,808933,TRUCK,4,4007,PCDF9F773,773,PTP V
7883,2021-08-11 14:31:56,8467359,CAR,2,4569,PC20129F9,9F9,PTE V
7884,2021-08-10 02:18:42,1070452,VAN,2,4317,PC0DC6CAB,CAB,PTC V
7885,2021-08-19 07:22:16,626375,TRUCK,4,4294,PC867796D,96D,PTC V
7886,2021-08-04 03:22:46,5787154,CAR,2,4503,PC69DE15C,15C,PTP V
7887,2021-08-10 15:45:09,9361101,VAN,2,4591,PCC9875AC,5AC,PTP V
7888,2021-08-06 22:08:28,5036976,TRUCK,4,4661,PC1585DF2,DF2,PTC V
7889,2021-08-14 15:58:50,505175,CAR,2,4176,PC11E9595,595,PTC V
7890,2021-08-18 05:39:22,1402410,CAR,2,4699,PC2C1B987,987,PTC V
7891,2021-08-20 08:15:01,349489,CAR,2,4818,PCF243BF3,BF3,PTE V
7892,2021-08-12 07:37:32,1279891,VAN,2,4161,PCF8F6133,133,PTC V
7893,2021-08-10 22:07:53,6418470,VAN,2,4848,PCF0FC9B2,9B2,PTC V
7894,2021-08-19 10:10:26,2441775,TRUCK,4,4458,PCECEBBFA,BFA,PTC V
7895,2021-08-10 00:08:34,7504773,CAR,2,4973,PC9C7C18E,18E,PTC V
7896,2021-08-21 21:48:32,3638570,TRUCK,4,4165,PC0D2B95C,95C,PTE V
7897,2021-07-29 20:19:38,1182569,TRUCK,4,4078,PC8473A64,A64,PTC V
7898,2021-08-03 13:03:58,3129706,CAR,2,4702,PCDBC3AC9,AC9,PTC V
7899,2021-08-12 21:44:02,4513305,VAN,2,4482,PCB6A16D7,6D7,PTP V
7900,2021-08-01 10:47:41,9266205,CAR,2,4230,PC19CE0DB,0DB,PTC V
7901,2021-08-07 05:47:28,4875404,CAR,2,4296,PCA24C1E1,1E1,PTE V
7902,2021-08-20 20:10:34,1977397,CAR,2,4248,PC45EBEBC,EBC,PTC V
7903,2021-08-18 12:46:14,9398106,CAR,2,4634,PCC72D8B8,8B8,PTP V
7904,2021-08-10 07:40:57,4585608,TRUCK,4,4622,PCF31BD97,D97,PTP V
7905,2021-07-29 19:34:50,9526444,CAR,2,4093,PC951FE7E,E7E,PTE V
7906,2021-08-14 08:46:05,3768034,VAN,2,4060,PC481C9F9,9F9,PTC V
7907,2021-08-07 09:10:54,8976458,CAR,2,4807,PCAFC45DA,5DA,PTE V
7908,2021-08-14 13:38:10,7187468,VAN,2,4783,PC9889263,263,PTC V
7909,2021-08-17 18:14:26,2542786,TRUCK,4,4732,PCD83DE25,E25,PTP V
7910,2021-08-18 21:12:08,4556794,CAR,2,4550,PC21A1833,833,PTP V
7911,2021-08-14 12:22:44,5238283,CAR,2,4450,PC0B2B03E,03E,PTP V
7912,2021-08-21 20:06:00,855883,VAN,2,4136,PCA579A65,A65,PTE V
7913,2021-07-30 08:28:38,3820686,CAR,2,4069,PCC48608C,08C,PTP V
7914,2021-08-08 13:13:35,3693553,TRUCK,4,4654,PCBA5D8AB,8AB,PTC V
7915,2021-08-21 08:10:01,4890311,CAR,2,4536,PCC6C5CFB,CFB,PTP V
7916,2021-08-17 05:55:28,8765356,VAN,2,4731,PCFFC2992,992,PTP V
7917,2021-08-06 20:20:26,5388161,CAR,2,4920,PC42A3AB0,AB0,PTP V
7918,2021-08-09 19:58:02,3891802,CAR,2,4126,PC74CE451,451,PTP V
7919,2021-08-05 11:56:28,5365149,CAR,2,4418,PCF6EECB2,CB2,PTE V
7920,2021-08-06 05:29:18,7348680,TRUCK,4,4010,PC3A7AACB,ACB,PTC V
7921,2021-08-15 11:52:41,3377692,CAR,2,4232,PC4156AD5,AD5,PTP V
7922,2021-08-19 01:49:12,4965262,CAR,2,4273,PC0EF5BA6,BA6,PTP V
7923,2021-07-30 19:03:10,2476064,TRUCK,4,4362,PC670999C,99C,PTE V
